Fórmula,Disponibilidad,Orden,Nombre,Descripción,Imagen,Precio,Etapa,Categoría,Tamaño,Ancho,Largo,Alto,Diametro,Motores,Operación y Requerimientos,Imagen_1,Imagen_2,Imagen_3,Imagen_4,Imagen_5,Sucursal,Participantes,Rango_edad,Operador,Motores_sopladores,mostrar en sitio,Inventario,BambinosID,ID de Sucursal,ID de Categoría,Número de Juego,Fecha Lanzamiento,Duracion,Popular
Lore LoreGuadalajara,in stock,42,Lore Lore,Ideal para temporada de Calor y de Frío. Réntalo como juego interactivo en Invierno o como juego Acuático en Verano. Diversión para todo el año,https://i.imgur.com/gVGLZ5q.png,"$2,480","Niños, Adolescentes, Adultos",Acuático,Grande,12.5,3.3,3.3,0,impulsado por 2 motores,con opción a instalar a pie de alberca.,https://i.imgur.com/871yKRo.png,https://i.imgur.com/b9sY3Hj.png,https://i.imgur.com/UiAg9nO.png,https://i.imgur.com/IdNgm4y.png,https://i.imgur.com/UakxuYU.png,Guadalajara,Apto para 20 participantes,mayores de 5 años.,No,2,Si,2,1011111180,101,111,1180,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Rainbow DeslizadorGuadalajara,in stock,43,Rainbow Deslizador,Deslízate por los 10m de tobogán que pueden caer directo en su chapoteadero o removerlo para caer en una alberca.,https://i.imgur.com/513jeD9.png,"$2,280","Niños, Adolescentes, Adultos",Acuático,Grande,10,3,2.7,0,impulsado por 2 motores,con opción a instalar a pie de alberca.,https://i.imgur.com/XcB4MOi.png,https://i.imgur.com/6tkScgl.png,https://i.imgur.com/HMKOriX.png,https://i.imgur.com/Zp1EmfK.png,https://i.imgur.com/1PFaEI2.png,Guadalajara,Apto para 2 participantes a la vez ,mayores de 10 años.,No,2,Si,2,1011111018,101,111,1018,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Bonce MaxGuadalajara,in stock,44,Bonce Max,Ideal para temporada de Calor y de Frío. Réntalo como juego interactivo en Invierno o como juego Acuático en Verano. Diversión para todo el año,https://i.imgur.com/1ff44LM.png,"$2,480","Niños, Adolescentes, Adultos",Acuático,Grande,12.5,3.3,3.3,0,impulsado por 2 motores,con opción a instalar a pie de alberca.,https://i.imgur.com/3vEb3Tt.png,https://i.imgur.com/7h5en3k.png,https://i.imgur.com/BdJCPW2.png,https://i.imgur.com/DvdntXH.png,https://i.imgur.com/w6cSZ46.png,Guadalajara,Apto para 20 participantes,mayores de 5 años.,No,2,Si,3,1011111005,101,111,1005,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Coco DundeeGuadalajara,in stock,45,Coco Dundee,Para los pequeños aventureros amantes de la naturaleza La bestia de la diversión en todo su esplendor.,https://i.imgur.com/O65G72j.png,"$2,680","Niños, Adolescentes",Acuático,Grande,11,3.5,4,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/rox8NGf.png,https://i.imgur.com/l7gQm3V.png,https://i.imgur.com/tbjar0M.png,https://i.imgur.com/sljhxbi.png,https://i.imgur.com/tbjar0M.png,Guadalajara,Apto para 20 participantes,mayores de 5 años.,No,1,Si,2,1011111006,101,111,1006,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
ShamuGuadalajara,in stock,46,Shamu,Para los amantes de la vida marina aquí está la pequeña Shamú. Ideal para fiestas acuáticas con o sin alberca.,https://i.imgur.com/wHigKwl.png,"$2,680","Niños, Adolescentes",Acuático,Mediano,11,3.5,4,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/preOtBi.png,https://i.imgur.com/zOZdrpL.png,https://i.imgur.com/cOx0uJf.png,https://i.imgur.com/HaSVkFO.png,https://i.imgur.com/XOVkbTm.png,Guadalajara,Apto para 20 participantes,mayores de 5 años.,No,1,Si,2,1011111021,101,111,1021,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Aqua SplashGuadalajara,in stock,47,Aqua Splash,"Para que los más pequeños se diviertan sin salir del brincolín. Todas las comodidades. Tobogán, colchón de salto, túneles y chapoteadero.",https://i.imgur.com/3pD4Nj9.png,"$2,180",Niños,Acuático,Mediano,5.5,5.5,3.3,0,impulsado por 1 motor,-,https://i.imgur.com/ZLBxVqS.png,https://i.imgur.com/Hnwu9bk.png,https://i.imgur.com/JwxtxEa.png,https://i.imgur.com/OmYm0VB.png,https://i.imgur.com/uIB80vM.png,Guadalajara,Apto para 15 participantes,Menores de 8 años.,No,1,Si,4,1011111003,101,111,1003,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Deslizador 10Guadalajara,in stock,48,Deslizador 10,-,https://i.imgur.com/zU80vZk.png,"$1,600",Niños,Acuático,Mediano,10,3.4,1.4,0,impulsado por 1 motor soplador,-,https://i.imgur.com/SsiJjEs.png,https://i.imgur.com/lpLnqcJ.png,https://i.imgur.com/XXOx57G.png,https://i.imgur.com/rQCPrJr.png,https://i.imgur.com/20JfbdT.png,Guadalajara,Apto para 2 participantes,Mayores de 5 años.,No,1,Si,1,1011111166,101,111,1166,29/11/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Aqua KidsGuadalajara,in stock,49,Aqua Kids,Una mini isla temática ideal para los más pequeños de la casa. Con todas las áreas de juego que puden necesitar.,https://i.imgur.com/7iFGCXA.png,"$2,180",Niños,Acuático,Mediano,5.2,4,3.7,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/skdgVBr.png,https://i.imgur.com/MUwPiGx.png,https://i.imgur.com/3TMRSvP.png,https://i.imgur.com/FXZbs6V.png,https://i.imgur.com/vLx4oBE.png,Guadalajara,Apto para 15 participantes,Menores de 8 años.,No,1,Si,2,1011111002,101,111,1002,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Rainbow SplashGuadalajara,in stock,50,Rainbow Splash,-,https://i.imgur.com/gsM63eZ.png,"$1,880","Niños, Adolescentes, Adultos",Acuático,Grande,9,3,3.4,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/NclS1gy.png,https://i.imgur.com/882lvz5.png,https://i.imgur.com/8yMzc5Q.png,https://i.imgur.com/qnMWRye.png,https://i.imgur.com/EZ0ureA.png,Guadalajara,Apto para 22 participantes,mayores de 5 años.,No,1,Si,1,1011111019,101,111,1019,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
OrquitaGuadalajara,in stock,51,Orquita,Para los amantes de la vida marina aquí está la pequeña Shamú. Un juego chico ideal para que los pequeños se diviertan por su cuenta.,https://i.imgur.com/icLJxIz.png,"$1,380","Niños, Adolescentes",Acuático,Mediano,6.5,2.2,2.7,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/facyudK.png,https://i.imgur.com/ZxrlqVJ.png,https://i.imgur.com/z0O0cVS.png,https://i.imgur.com/RJR27FT.png,https://i.imgur.com/nB7y5tJ.png,Guadalajara,Apto para 08 participantes,menores de 8 años.,No,1,Si,2,1011111016,101,111,1016,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
TiburoncínGuadalajara,in stock,52,Tiburoncín,-,https://i.imgur.com/CauOdEB.png,"$1,380","Infantes, Niños",Acuático,Mediano,6.5,1.8,2.8,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/O7uW2Ym.png,https://i.imgur.com/bmDSgOR.png,https://i.imgur.com/WtiSX2O.png,https://i.imgur.com/jxD0imU.png,https://i.imgur.com/zeFRKdb.png,Guadalajara,Apto para 08 participantes,menores de 8 años.,No,1,Si,2,1011111026,101,111,1026,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
OlitaGuadalajara,in stock,53,Olita,"Si no puedes ir a la playa, trae la playa a ti para que tus peques se diviertan totalmente seguros en la Olita.",https://i.imgur.com/A3NavQf.png,"$1,380","Niños, Adolescentes",Acuático,Mediano,6.5,2.2,2.7,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/doP0PvD.png,https://i.imgur.com/75KD2bS.png,https://i.imgur.com/5SQ9wb8.png,https://i.imgur.com/g4qBUMd.png,https://i.imgur.com/doP0PvD.png,Guadalajara,Apto para 08 participantes,menores de 8 años.,No,1,Si,1,1011111143,101,111,1143,4/6/2021,Precio de renta por evento de 5 a 6 horas.,FALSE
Baby SallyGuadalajara,in stock,54,Baby Sally,"Para los más pequeños, un brincolín con tobogán que los mantendrá horas y horas jugando.",https://i.imgur.com/Kdcz51P.png,"$1,380","Niños, Adolescentes",Acuático,Mediano,6.5,2.2,2.9,0,impulsado por 1 motor,con opción a instalar a pie de alberca.,https://i.imgur.com/3d0UezO.png,https://i.imgur.com/55H89ur.png,https://i.imgur.com/WFqfopF.png,https://i.imgur.com/d1g8CSD.png,https://i.imgur.com/9mn5BM8.png,Guadalajara,Apto para 08 participantes,menores de 8 años.,No,1,Si,1,1011111144,101,111,1144,4/6/2021,Precio de renta por evento de 5 a 6 horas.,FALSE
Baby DuckGuadalajara,in stock,55,Baby Duck,"Para los más pequeños, un brincolín con tobogán que los mantendrá horas y horas jugando.",https://i.imgur.com/bTx6k7B.png,"$1,380",Niños,Acuático,Mediano,6.8,3.2,2.9,0,impulsado por 1 motor,-,https://i.imgur.com/pHYJyvF.png,https://i.imgur.com/hsfvK6f.png,https://i.imgur.com/YAq2WUv.png,https://i.imgur.com/mEL4jct.png,https://i.imgur.com/iQ7ehe3.png,Guadalajara,Con capacidad de 8 participantes.,mayores de 8 años.,No,1,Si,1,1011111159,101,111,1159,14/4/2022,Precio de renta por evento de 5 a 6 horas.,FALSE
Bunny Jump RojoGuadalajara,in stock,56,Bunny Jump Rojo,"Un juego pequeño, ideal para todo tipo de fiestas. Desde eventos chicos hasta complemento para una fiesta grande.",https://i.imgur.com/KLm9cgj.png,"$1,380","Infantes, Niños",Acuático,Chico,5,2.5,2.3,0,impulsado por 1 motor,-,https://i.imgur.com/cTOhYdQ.png,https://i.imgur.com/qzA5P99.png,https://i.imgur.com/07H7qA6.png,https://i.imgur.com/FYntQwu.png,https://i.imgur.com/07H7qA6.png,Guadalajara,Apto para 08 participantes,Menores de 5 años.,No,1,Si,1,1011111148,101,111,1148,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Bunny Jump RosaGuadalajara,in stock,57,Bunny Jump Rosa,"Un juego pequeño, ideal para todo tipo de fiestas. Desde eventos chicos hasta complemento para una fiesta grande.",https://i.imgur.com/sIPIoun.png,"$1,380","Infantes, Niños",Acuático,Chico,5,2.3,2.3,0,impulsado por 1 motor,-,https://i.imgur.com/BN6WlUI.png,https://i.imgur.com/BN6WlUI.png,https://i.imgur.com/w90DGcs.png,https://i.imgur.com/ZaGczOd.png,https://i.imgur.com/BN6WlUI.png,Guadalajara,Apto para 08 participantes,Menores de 5 años.,No,1,Si,1,1011111139,101,111,1139,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Adrenaline AdventureGuadalajara,in stock,58,Adrenaline Adventure,"El Adrenaline es un juego de gran tamaño lleno de obstáculos, túneles y pasadizos secretos para que tus pequeños se diviertan.",https://i.imgur.com/ZK1P7of.png,"$5,990","Niños, Adolescentes, Adultos",Interactivo,Extra grande,11,8.5,5,0,impulsado por 4 motores,requiere instalación a pie de camioneta,https://i.imgur.com/80JSir4.png,https://i.imgur.com/czWqWmu.png,https://i.imgur.com/s26fL40.png,https://i.imgur.com/eQKiXrL.png,https://i.imgur.com/Z99wn8s.png,Guadalajara,Apto para 45 participantes,mayores de 5 años.,No,4,Si,1,1014441060,101,444,1060,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Super GaleónGuadalajara,in stock,59,Super Galeón,"Un Super Barco de gran tamaño dividido en 3 piso. Área de Salto, Área de Obstáculos y Área de Tobogán.",https://i.imgur.com/BIf5r51.png,"$5,990",Niños,Interactivo,Extra grande,12,11,5.5,0,impulsado por 4 motores sopladores,Altura total del mastil: 10m de alto. Requiere instalación a pie de camioneta,https://i.imgur.com/f9orm7N.png,https://i.imgur.com/Mem9jXO.png,https://i.imgur.com/sNciKXr.png,https://i.imgur.com/wQKFras.png,https://i.imgur.com/aWir59h.png,Guadalajara,Apto para 45 participantes,mayores de 5 años.,No,4,Si,1,1014441163,101,444,1163,11/11/2022,Precio de renta por evento de 5 a 6 horas.,FALSE
Backyard HouseGuadalajara,in stock,60,Backyard House,El patio de juegos nunca había sido más divertido. Un brincolín de gran tamaño ideal para muchos invitados.,https://i.imgur.com/oRqaNZ1.png,"$5,990",Niños,Interactivo,Grande,9.4,9,5.8,0,Impulsado por 4 motores,requiere instalación a pie de camioneta,https://i.imgur.com/PdwzhZP.png,https://i.imgur.com/OyoeiL6.png,https://i.imgur.com/U2zfXGa.png,https://i.imgur.com/1UIn8I0.png,https://i.imgur.com/KgFlt3r.png,Guadalajara,Apto para 40 participantes,Mayores de 5 años.,No,4,Si,1,1014441168,101,444,1168,22/12/2022,Precio de renta por evento de 5 a 6 horas.,TRUE
Nefy CourseGuadalajara,in stock,61,Nefy Course,-,https://i.imgur.com/pWgzftu.png,"$5,480",Niños,Interactivo,Extra grande,8.6,8,5,0,impulsado por 4 motores sopladores,-,https://i.imgur.com/pIAWQhM.png,https://i.imgur.com/wzrO1jE.png,https://i.imgur.com/iJ4SMuB.png,https://i.imgur.com/wzrO1jE.png,https://i.imgur.com/DUtXbiY.png,Guadalajara,Apto para 30 participantes,mayores de 6 años.,No,4,Si,1,1014441179,101,444,1179,15/6/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Jumping SlideGuadalajara,in stock,62,Jumping Slide,-,https://i.imgur.com/5iAcPBd.png,"$4,220","Niños, Adolescentes, Adultos",Interactivo,Extra grande,23,3.6,5,0,impulsado por 3 motores,-,https://i.imgur.com/frglgcs.png,https://i.imgur.com/frglgcs.png,https://i.imgur.com/5SiiYs9.png,https://i.imgur.com/7Xf6F10.png,https://i.imgur.com/5iAcPBd.png,Guadalajara,Apto para 45 participantes,mayores de 5 años.,No,3,Si,1,1014441084,101,444,1084,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Dino RexGuadalajara,in stock,63,Dino Rex,-,https://i.imgur.com/P3bVD8m.png,"$3,800","Niños, Adolescentes, Adultos",Interactivo,Grande,7,5,5.2,0,impulsado por 2 motores,-,https://i.imgur.com/6qfIAGe.png,https://i.imgur.com/Iri5O9w.png,https://i.imgur.com/kmtXDok.png,https://i.imgur.com/qjgWTue.png,https://i.imgur.com/5HPhtTO.png,Guadalajara,Apto para 20 participantes,mayores de 4 años.,No,2,Si,1,1014441075,101,444,1075,6/11/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Super TrackGuadalajara,in stock,64,Super Track,-,https://i.imgur.com/V5D9jCg.png,"$4,220","Niños, Adolescentes, Adultos",Interactivo,Extra grande,19,5.8,4.4,0,impulsado por 3 motores,requiere instalación a pie de camioneta,https://i.imgur.com/U4WVqRV.png,https://i.imgur.com/l6Mq0C0.png,https://i.imgur.com/Wim4vs8.png,https://i.imgur.com/FdtlOFu.png,https://i.imgur.com/kOxhV3C.png,Guadalajara,Apto para 40 participantes,mayores de 8 años.,No,3,Si,2,1014441093,101,444,1093,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Carrera de ObstáculosGuadalajara,in stock,65,Carrera de Obstáculos,"23 metros de pura diversión. Conocido también como La Ciudad Brincolín, porque encontrarás de todo para divertirte.",https://i.imgur.com/IEKN754.png,"$4,220","Niños, Adolescentes, Adultos",Interactivo,Extra grande,24,4,4.5,0,impulsado por 3 motores,-,https://i.imgur.com/V6Gb8n8.png,https://i.imgur.com/lsWvxN4.png,https://i.imgur.com/vBFTd2S.png,https://i.imgur.com/lsWvxN4.png,https://i.imgur.com/ZpiwJEX.png,Guadalajara,Apto para 45 participantes,mayores de 5 años.,No,3,Si,2,1014441066,101,444,1066,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Laberinto InteractivoGuadalajara,in stock,66,Laberinto Interactivo,-,https://i.imgur.com/1RxBUvt.png,"$3,580","Niños, Adolescentes",Interactivo,Grande,12,6,3.5,0,impulsado por 2 motores,-,https://i.imgur.com/XvvHTYK.png,https://i.imgur.com/3q7M0bZ.png,https://i.imgur.com/LCRkXcR.png,https://i.imgur.com/q0DzAi0.png,https://i.imgur.com/qcKYGS1.png,Guadalajara,Apto para 35 participantes,mayores de 5 años.,No,2,Si,2,1014441087,101,444,1087,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
MulticomboGuadalajara,in stock,67,Multicombo,-,https://i.imgur.com/TqYeFVD.png,"$3,320","Niños, Adolescentes, Adultos",Interactivo,Grande,9.2,6.2,3.5,0,impulsado por 2 motores,requiere instalación a pie de camioneta,https://i.imgur.com/Tk821n8.png,https://i.imgur.com/OVjbDYj.png,https://i.imgur.com/8TlnFqT.png,https://i.imgur.com/QOnUcYg.png,https://i.imgur.com/S6gu6xM.png,Guadalajara,Apto para 20 participantes,mayores de 5 años.,No,2,Si,2,1014441090,101,444,1090,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
CaterpillarGuadalajara,in stock,68,Caterpillar,Hora de construír recuerdos innolvidables en la Maquinaria Perfecta. Cuidado. No operar la maquinaria bajo los efectos de Aburrimiento. Puede ser nosivo para el aburrimiento generando horas de diversión.,https://i.imgur.com/XE2ggry.png,"$3,330","Niños, Adolescentes",Interactivo,Grande,12.2,4.8,4.7,0,impulsado por 2 motores,requiere instalación a pie de camioneta,https://i.imgur.com/8ibw3Xq.png,https://i.imgur.com/502FJfD.png,https://i.imgur.com/dENAWIA.png,https://i.imgur.com/8wHrDhv.png,https://i.imgur.com/gWhpyhq.png,Guadalajara,Apto para 30 participantes,mayores de 6 años.,No,2,Si,1,1014441070,101,444,1070,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Tettris SlideGuadalajara,in stock,69,Tettris Slide,-,https://i.imgur.com/XjMnRE1.png,"$3,490","Niños, Adolescentes, Adultos",Interactivo,Extra grande,12,8,5.5,0,impulsado por 2 motores,-,https://i.imgur.com/6WjQGVX.png,https://i.imgur.com/p6g55aP.png,https://i.imgur.com/bQbYHO8.png,https://i.imgur.com/VvN6diJ.png,https://i.imgur.com/cbdoB8U.png,Guadalajara,Apto para 45 participantes,mayores de 5 años.,No,2,Si,2,1014441094,101,444,1094,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Tiara SlideGuadalajara,in stock,70,Tiara Slide,-,https://i.imgur.com/X1IWGi8.png,"$3,180","Niños, Adolescentes, Adultos",Interactivo,Grande,14,3.6,4.5,0,impulsado por 2 motores,-,https://i.imgur.com/sjesFmg.png,https://i.imgur.com/qPIyCcD.png,https://i.imgur.com/vZZfYVl.png,https://i.imgur.com/8Qd6I8c.png,https://i.imgur.com/tZ9Xrjo.png,Guadalajara,Apto para 25 participantes,mayores de 5 años.,No,2,Si,5,1014441095,101,444,1095,29/10/2020,Precio de renta por evento de 5 a 6 horas.,TRUE
Camión de BomberosGuadalajara,in stock,71,Camión de Bomberos,-,https://i.imgur.com/TfQQjcu.png,"$2,900",Niños,Interactivo,Grande,8,4,4,0,impulsado por 1 motor soplador,-,https://i.imgur.com/tgmAa8W.png,https://i.imgur.com/ZVEamdg.png,https://i.imgur.com/r2f51iO.png,https://i.imgur.com/euHCZMl.png,https://i.imgur.com/xvnzugI.png,Guadalajara,Apto para 16 participantes,Mayores de 5 años.,No,1,Si,1,1014441169,101,444,1169,11/1/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Yanga SlideGuadalajara,in stock,72,Yanga Slide,"Un juego súper colorido y muy completo. Zonas Interactivas, Escaladoras, Toboganes, Obstáculos... Todo en un mismo lugar.",https://i.imgur.com/8lgKR5R.png,"$2,980",Niños,Interactivo,Grande,8,6,5,0,impulsado por 2 motores sopladores,-,https://i.imgur.com/LuMWoXE.png,https://i.imgur.com/Rfdssg2.png,https://i.imgur.com/SiAHxxY.png,https://i.imgur.com/rOD3zlU.png,https://i.imgur.com/7bw6Uej.png,Guadalajara,Apto para 24 participantes,mayores de 4 años.,No,2,Si,4,1014441162,101,444,1162,27/9/2022,Precio de renta por evento de hasta 5 horas.,TRUE
Deivis JumpGuadalajara,in stock,73,Deivis Jump,-,https://i.imgur.com/ZRsZ3J1.png,"$2,800",Niños,Interactivo,Mediano,9,3.7,3.3,0,Impulsado por 2 motores,-,https://i.imgur.com/FSHeCps.png,https://i.imgur.com/zyRWAic.png,https://i.imgur.com/OmE7If3.png,https://i.imgur.com/yOUgIWX.png,https://i.imgur.com/zyRWAic.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,2,Si,1,1014441188,101,444,1188,1/10/2024,Precio de renta por evento de 5 a 6 horas.,FALSE
Magic CastleGuadalajara,in stock,74,Magic Castle,-,https://i.imgur.com/9VTEElI.png,"$2,390","Infantes, Niños",Interactivo,Mediano,7.5,5,2.5,0,impulsado por 2 motores,-,https://i.imgur.com/pORzxfK.png,https://i.imgur.com/V4diGm1.png,https://i.imgur.com/obd1DlX.png,https://i.imgur.com/ODh4CTe.png,https://i.imgur.com/Xl4f9MZ.png,Guadalajara,Apto para 15 participantes,mayores de 10 años.,No,2,Si,1,1014441088,101,444,1088,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Budy SlideGuadalajara,in stock,75,Budy Slide,"Dividido en dos partes y con doble escaladora es uno de nuestros juegos más rentados, preferido por chicos y grandes",https://i.imgur.com/KVpdk1x.png,"$3,150","Niños, Adolescentes, Adultos",Interactivo,Grande,14,3.6,4.5,0,impulsado por 2 motores,-,https://i.imgur.com/AQuIMso.png,https://i.imgur.com/AQuIMso.png,https://i.imgur.com/7h7EtD2.png,https://i.imgur.com/utmLI5Q.png,https://i.imgur.com/PK8FJhI.png,Guadalajara,Apto para 25 participantes,mayores de 5 años.,No,2,Si,3,1014441065,101,444,1065,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
GranjitaGuadalajara,in stock,76,Granjita,"Lleva la diversión de la granja directo a tu fiesta con un granero lleno de maíz, una montaña como tobogán y un campo de juego para que tu pequeñín se la pase como nunca.",https://i.imgur.com/kkQnYRV.png,"$3,180",Niños,Interactivo,Grande,10.5,5.2,4.5,0,Impulsado por 2 motores,-,https://i.imgur.com/4HvDQxg.png,https://i.imgur.com/vm0Ym2w.png,https://i.imgur.com/2v6RWv3.png,https://i.imgur.com/4HvDQxg.png,https://i.imgur.com/vm0Ym2w.png,Guadalajara,Apto para 25 participantes,mayores de 5 años.,No,2,Si,1,1014441191,101,444,1191,13/11/2024,Precio de renta por evento de 3 horas.,TRUE
